name,province,country,country_code,latitude,longitude
Brugge,West-Vlaanderen,Belgium,BE,51.2093,3.2247
Kortrijk,West-Vlaanderen,Belgium,BE,50.8283,3.2644
Oostende,West-Vlaanderen,Belgium,BE,51.2194,2.9264
Roeselare,West-Vlaanderen,Belgium,BE,50.95,3.1333
Ieper,West-Vlaanderen,Belgium,BE,50.85,2.8833
Knokke-Heist,West-Vlaanderen,Belgium,BE,51.35,3.2833
Waregem,West-Vlaanderen,Belgium,BE,50.8833,3.4333
Blankenberge,West-Vlaanderen,Belgium,BE,51.3167,3.1333
De Panne,West-Vlaanderen,Belgium,BE,51.1,2.5833
Koksijde,West-Vlaanderen,Belgium,BE,51.1167,2.65
Nieuwpoort,West-Vlaanderen,Belgium,BE,51.1333,2.75
Veurne,West-Vlaanderen,Belgium,BE,51.0667,2.6667
Diksmuide,West-Vlaanderen,Belgium,BE,51.0333,2.8667
Torhout,West-Vlaanderen,Belgium,BE,51.0667,3.1
Tielt,West-Vlaanderen,Belgium,BE,51.0,3.3333
Izegem,West-Vlaanderen,Belgium,BE,50.9167,3.2167
Harelbeke,West-Vlaanderen,Belgium,BE,50.8667,3.3
Wevelgem,West-Vlaanderen,Belgium,BE,50.8167,3.1833
Menen,West-Vlaanderen,Belgium,BE,50.8,3.1167
Wervik,West-Vlaanderen,Belgium,BE,50.7833,3.0333
Poperinge,West-Vlaanderen,Belgium,BE,50.85,2.7167
Zonnebeke,West-Vlaanderen,Belgium,BE,50.8667,2.9833
Langemark-Poelkapelle,West-Vlaanderen,Belgium,BE,50.9167,2.9167
Hooglede,West-Vlaanderen,Belgium,BE,50.9833,3.0833
Lichtervelde,West-Vlaanderen,Belgium,BE,51.0333,3.15
Ardooie,West-Vlaanderen,Belgium,BE,50.9667,3.2
Pittem,West-Vlaanderen,Belgium,BE,51.0,3.2667
Ruiselede,West-Vlaanderen,Belgium,BE,51.05,3.3833
Wingene,West-Vlaanderen,Belgium,BE,51.0667,3.2833
Dentergem,West-Vlaanderen,Belgium,BE,50.9667,3.4167
Wielsbeke,West-Vlaanderen,Belgium,BE,50.9,3.3833
Oostrozebeke,West-Vlaanderen,Belgium,BE,50.9333,3.35
Meulebeke,West-Vlaanderen,Belgium,BE,50.95,3.2833
Ingelmunster,West-Vlaanderen,Belgium,BE,50.9167,3.2667
Lendelede,West-Vlaanderen,Belgium,BE,50.8833,3.2333
Kuurne,West-Vlaanderen,Belgium,BE,50.85,3.2833
Deerlijk,West-Vlaanderen,Belgium,BE,50.85,3.35
Anzegem,West-Vlaanderen,Belgium,BE,50.8333,3.4667
Avelgem,West-Vlaanderen,Belgium,BE,50.7667,3.45
Spiere-Helkijn,West-Vlaanderen,Belgium,BE,50.7167,3.35
Zwevegem,West-Vlaanderen,Belgium,BE,50.8,3.3333
Bredene,West-Vlaanderen,Belgium,BE,51.2333,2.9667
Middelkerke,West-Vlaanderen,Belgium,BE,51.1833,2.8167
Gistel,West-Vlaanderen,Belgium,BE,51.15,2.9667
Oudenburg,West-Vlaanderen,Belgium,BE,51.1833,3.0
Ichtegem,West-Vlaanderen,Belgium,BE,51.1,3.0167
Jabbeke,West-Vlaanderen,Belgium,BE,51.1833,3.1
Zedelgem,West-Vlaanderen,Belgium,BE,51.1333,3.15
Oostkamp,West-Vlaanderen,Belgium,BE,51.15,3.2333
Beernem,West-Vlaanderen,Belgium,BE,51.1333,3.3333
Damme,West-Vlaanderen,Belgium,BE,51.25,3.2833
Zuienkerke,West-Vlaanderen,Belgium,BE,51.2667,3.15
De Haan,West-Vlaanderen,Belgium,BE,51.2667,3.0333
Koekelare,West-Vlaanderen,Belgium,BE,51.0833,2.9667
Kortemark,West-Vlaanderen,Belgium,BE,51.0333,3.0333
Lo-Reninge,West-Vlaanderen,Belgium,BE,50.9833,2.75
Alveringem,West-Vlaanderen,Belgium,BE,51.0167,2.7
Houthulst,West-Vlaanderen,Belgium,BE,50.9667,2.95
Staden,West-Vlaanderen,Belgium,BE,50.9833,3.0167
Moorslede,West-Vlaanderen,Belgium,BE,50.8833,3.0667
Ledegem,West-Vlaanderen,Belgium,BE,50.8667,3.1167
Heuvelland,West-Vlaanderen,Belgium,BE,50.7833,2.8
Mesen,West-Vlaanderen,Belgium,BE,50.7667,2.9
Vleteren,West-Vlaanderen,Belgium,BE,50.9167,2.7333
Leuven,Vlaams-Brabant,Belgium,BE,50.8798,4.7005
Vilvoorde,Vlaams-Brabant,Belgium,BE,50.9333,4.4333
Halle,Vlaams-Brabant,Belgium,BE,50.7333,4.2333
Aarschot,Vlaams-Brabant,Belgium,BE,50.9833,4.8333
Tienen,Vlaams-Brabant,Belgium,BE,50.8,4.9333
Diest,Vlaams-Brabant,Belgium,BE,50.9833,5.05
Zaventem,Vlaams-Brabant,Belgium,BE,50.8833,4.4667
Dilbeek,Vlaams-Brabant,Belgium,BE,50.85,4.25
Grimbergen,Vlaams-Brabant,Belgium,BE,50.9333,4.3667
Machelen,Vlaams-Brabant,Belgium,BE,50.9167,4.4333
Meise,Vlaams-Brabant,Belgium,BE,50.9333,4.3333
Kampenhout,Vlaams-Brabant,Belgium,BE,50.95,4.55
Steenokkerzeel,Vlaams-Brabant,Belgium,BE,50.9167,4.5167
Kraainem,Vlaams-Brabant,Belgium,BE,50.8667,4.4667
Wezembeek-Oppem,Vlaams-Brabant,Belgium,BE,50.85,4.5
Tervuren,Vlaams-Brabant,Belgium,BE,50.8167,4.5167
Overijse,Vlaams-Brabant,Belgium,BE,50.7833,4.5333
Hoeilaart,Vlaams-Brabant,Belgium,BE,50.7667,4.4667
Sint-Genesius-Rode,Vlaams-Brabant,Belgium,BE,50.75,4.35
Linkebeek,Vlaams-Brabant,Belgium,BE,50.7667,4.3333
Drogenbos,Vlaams-Brabant,Belgium,BE,50.7833,4.3167
Beersel,Vlaams-Brabant,Belgium,BE,50.7667,4.3
Sint-Pieters-Leeuw,Vlaams-Brabant,Belgium,BE,50.7833,4.25
Lennik,Vlaams-Brabant,Belgium,BE,50.8,4.15
Pepingen,Vlaams-Brabant,Belgium,BE,50.7667,4.15
Gooik,Vlaams-Brabant,Belgium,BE,50.8,4.0833
Galmaarden,Vlaams-Brabant,Belgium,BE,50.75,4.05
Herne,Vlaams-Brabant,Belgium,BE,50.7333,4.0333
Bever,Vlaams-Brabant,Belgium,BE,50.75,3.95
Opwijk,Vlaams-Brabant,Belgium,BE,50.9667,4.1833
Merchtem,Vlaams-Brabant,Belgium,BE,50.95,4.2333
Asse,Vlaams-Brabant,Belgium,BE,50.9167,4.2
Affligem,Vlaams-Brabant,Belgium,BE,50.9167,4.1
Liedekerke,Vlaams-Brabant,Belgium,BE,50.8667,4.0833
Ternat,Vlaams-Brabant,Belgium,BE,50.8667,4.1667
Roosdaal,Vlaams-Brabant,Belgium,BE,50.8333,4.0667
Wemmel,Vlaams-Brabant,Belgium,BE,50.9,4.3
Kapelle-op-den-Bos,Vlaams-Brabant,Belgium,BE,51.0,4.3667
Londerzeel,Vlaams-Brabant,Belgium,BE,51.0,4.3
Boortmeerbeek,Vlaams-Brabant,Belgium,BE,50.9833,4.5667
Haacht,Vlaams-Brabant,Belgium,BE,50.9833,4.6333
Keerbergen,Vlaams-Brabant,Belgium,BE,51.0,4.6333
Tremelo,Vlaams-Brabant,Belgium,BE,51.0,4.7
Rotselaar,Vlaams-Brabant,Belgium,BE,50.9667,4.7167
Begijnendijk,Vlaams-Brabant,Belgium,BE,51.0167,4.7833
Holsbeek,Vlaams-Brabant,Belgium,BE,50.9167,4.75
Lubbeek,Vlaams-Brabant,Belgium,BE,50.8833,4.8333
Boutersem,Vlaams-Brabant,Belgium,BE,50.8333,4.8333
Bierbeek,Vlaams-Brabant,Belgium,BE,50.8333,4.7667
Oud-Heverlee,Vlaams-Brabant,Belgium,BE,50.8333,4.6667
Huldenberg,Vlaams-Brabant,Belgium,BE,50.7833,4.6
Bertem,Vlaams-Brabant,Belgium,BE,50.8667,4.6333
Herent,Vlaams-Brabant,Belgium,BE,50.9,4.6833
Kortenberg,Vlaams-Brabant,Belgium,BE,50.8833,4.5333
Tielt-Winge,Vlaams-Brabant,Belgium,BE,50.9167,4.8833
Bekkevoort,Vlaams-Brabant,Belgium,BE,50.95,4.9667
Scherpenheuvel-Zichem,Vlaams-Brabant,Belgium,BE,51.0,5.0
Linter,Vlaams-Brabant,Belgium,BE,50.8333,5.05
Zoutleeuw,Vlaams-Brabant,Belgium,BE,50.8333,5.1
Geetbets,Vlaams-Brabant,Belgium,BE,50.9,5.1
Kortenaken,Vlaams-Brabant,Belgium,BE,50.9333,5.0833
Glabbeek,Vlaams-Brabant,Belgium,BE,50.8833,4.9667
Hoegaarden,Vlaams-Brabant,Belgium,BE,50.7833,4.8833
Landen,Vlaams-Brabant,Belgium,BE,50.75,5.0833
Wavre,Brabant wallon,Belgium,BE,50.7167,4.6167
Ottignies-Louvain-la-Neuve,Brabant wallon,Belgium,BE,50.6667,4.5667
Braine-l'Alleud,Brabant wallon,Belgium,BE,50.6833,4.3667
Nivelles,Brabant wallon,Belgium,BE,50.5833,4.3167
Tubize,Brabant wallon,Belgium,BE,50.6833,4.2
Waterloo,Brabant wallon,Belgium,BE,50.7167,4.4
Rixensart,Brabant wallon,Belgium,BE,50.7167,4.5333
La Hulpe,Brabant wallon,Belgium,BE,50.7333,4.4833
Lasne,Brabant wallon,Belgium,BE,50.7,4.5
Court-Saint-Étienne,Brabant wallon,Belgium,BE,50.6333,4.5667
Mont-Saint-Guibert,Brabant wallon,Belgium,BE,50.6333,4.6167
Walhain,Brabant wallon,Belgium,BE,50.6167,4.7
Chastre,Brabant wallon,Belgium,BE,50.6,4.6333
Genappe,Brabant wallon,Belgium,BE,50.6,4.45
Villers-la-Ville,Brabant wallon,Belgium,BE,50.5833,4.5333
Braine-le-Château,Brabant wallon,Belgium,BE,50.6833,4.2667
Ittre,Brabant wallon,Belgium,BE,50.65,4.2667
Rebecq,Brabant wallon,Belgium,BE,50.6667,4.1333
Chaumont-Gistoux,Brabant wallon,Belgium,BE,50.6833,4.7
Jodoigne,Brabant wallon,Belgium,BE,50.7167,4.8667
Perwez,Brabant wallon,Belgium,BE,50.6333,4.8167
Ramillies,Brabant wallon,Belgium,BE,50.6333,4.9
Incourt,Brabant wallon,Belgium,BE,50.7,4.8
Hélécine,Brabant wallon,Belgium,BE,50.7333,5.0833
Orp-Jauche,Brabant wallon,Belgium,BE,50.7,4.9833
Beauvechain,Brabant wallon,Belgium,BE,50.7833,4.7667
Grez-Doiceau,Brabant wallon,Belgium,BE,50.7333,4.7
Charleroi,Hainaut,Belgium,BE,50.4108,4.4446
Mons,Hainaut,Belgium,BE,50.4542,3.9563
La Louvière,Hainaut,Belgium,BE,50.4667,4.1833
Tournai,Hainaut,Belgium,BE,50.6056,3.3889
Mouscron,Hainaut,Belgium,BE,50.7333,3.2167
Binche,Hainaut,Belgium,BE,50.4167,4.1667
Soignies,Hainaut,Belgium,BE,50.5833,4.0667
Braine-le-Comte,Hainaut,Belgium,BE,50.6167,4.1333
Manage,Hainaut,Belgium,BE,50.5,4.2333
Seneffe,Hainaut,Belgium,BE,50.5333,4.2667
Châtelet,Hainaut,Belgium,BE,50.4,4.5167
Fleurus,Hainaut,Belgium,BE,50.4833,4.55
Fontaine-l'Évêque,Hainaut,Belgium,BE,50.4167,4.3333
Courcelles,Hainaut,Belgium,BE,50.45,4.3833
Chapelle-lez-Herlaimont,Hainaut,Belgium,BE,50.4667,4.2833
Pont-à-Celles,Hainaut,Belgium,BE,50.5,4.35
Les Bons Villers,Hainaut,Belgium,BE,50.5167,4.4167
Farciennes,Hainaut,Belgium,BE,50.4333,4.55
Aiseau-Presles,Hainaut,Belgium,BE,50.4,4.5667
Sambreville,Hainaut,Belgium,BE,50.4333,4.6167
Gerpinnes,Hainaut,Belgium,BE,50.3333,4.5333
Ham-sur-Heure-Nalinnes,Hainaut,Belgium,BE,50.3167,4.4
Thuin,Hainaut,Belgium,BE,50.3333,4.2833
Montigny-le-Tilleul,Hainaut,Belgium,BE,50.3833,4.3667
Anderlues,Hainaut,Belgium,BE,50.4,4.2667
Erquelinnes,Hainaut,Belgium,BE,50.3,4.1167
Merbes-le-Château,Hainaut,Belgium,BE,50.3167,4.1667
Lobbes,Hainaut,Belgium,BE,50.35,4.2667
Estinnes,Hainaut,Belgium,BE,50.4,4.1
Morlanwelz,Hainaut,Belgium,BE,50.45,4.2333
Écaussinnes,Hainaut,Belgium,BE,50.5667,4.1667
Enghien,Hainaut,Belgium,BE,50.6833,4.0333
Silly,Hainaut,Belgium,BE,50.65,3.9167
Lens,Hainaut,Belgium,BE,50.55,3.9333
Jurbise,Hainaut,Belgium,BE,50.5333,3.9167
Quaregnon,Hainaut,Belgium,BE,50.4333,3.8667
Saint-Ghislain,Hainaut,Belgium,BE,50.45,3.8167
Boussu,Hainaut,Belgium,BE,50.4333,3.8
Colfontaine,Hainaut,Belgium,BE,50.4,3.85
Frameries,Hainaut,Belgium,BE,50.4,3.9
Quiévrain,Hainaut,Belgium,BE,50.4,3.6833
Honnelles,Hainaut,Belgium,BE,50.3333,3.7
Dour,Hainaut,Belgium,BE,50.4,3.75
Hensies,Hainaut,Belgium,BE,50.4333,3.6833
Quévy,Hainaut,Belgium,BE,50.3667,3.9333
Ath,Hainaut,Belgium,BE,50.6333,3.7833
Leuze-en-Hainaut,Hainaut,Belgium,BE,50.6,3.6167
Beloeil,Hainaut,Belgium,BE,50.55,3.7333
Bernissart,Hainaut,Belgium,BE,50.4833,3.65
Péruwelz,Hainaut,Belgium,BE,50.5167,3.5833
Rumes,Hainaut,Belgium,BE,50.5333,3.3167
Brunehaut,Hainaut,Belgium,BE,50.5,3.4
Antoing,Hainaut,Belgium,BE,50.5667,3.45
Pecq,Hainaut,Belgium,BE,50.6833,3.35
Celles,Hainaut,Belgium,BE,50.7167,3.45
Mont-de-l'Enclus,Hainaut,Belgium,BE,50.75,3.5
Estaimpuis,Hainaut,Belgium,BE,50.7,3.2833
Comines-Warneton,Hainaut,Belgium,BE,50.7667,3.0
Momignies,Hainaut,Belgium,BE,50.0333,4.1667
Chimay,Hainaut,Belgium,BE,50.05,4.3167
Sivry-Rance,Hainaut,Belgium,BE,50.1333,4.2167
Froidchapelle,Hainaut,Belgium,BE,50.15,4.3333
Beaumont,Hainaut,Belgium,BE,50.2333,4.2333
Liège,Liège,Belgium,BE,50.6326,5.5797
Seraing,Liège,Belgium,BE,50.5833,5.5
Verviers,Liège,Belgium,BE,50.5833,5.8667
Herstal,Liège,Belgium,BE,50.6667,5.6333
Ans,Liège,Belgium,BE,50.6667,5.5167
Saint-Nicolas,Liège,Belgium,BE,50.6333,5.5333
Flémalle,Liège,Belgium,BE,50.6,5.45
Grâce-Hollogne,Liège,Belgium,BE,50.6333,5.5
Beyne-Heusay,Liège,Belgium,BE,50.6167,5.6667
Fléron,Liège,Belgium,BE,50.6167,5.6833
Chaudfontaine,Liège,Belgium,BE,50.5833,5.65
Soumagne,Liège,Belgium,BE,50.6167,5.75
Visé,Liège,Belgium,BE,50.7333,5.7
Blegny,Liège,Belgium,BE,50.6667,5.7333
Oupeye,Liège,Belgium,BE,50.7167,5.65
Bassenge,Liège,Belgium,BE,50.75,5.6
Dalhem,Liège,Belgium,BE,50.7,5.7333
Juprelle,Liège,Belgium,BE,50.7,5.5333
Awans,Liège,Belgium,BE,50.6667,5.45
Waremme,Liège,Belgium,BE,50.7,5.25
Hannut,Liège,Belgium,BE,50.6667,5.0833
Eupen,Liège,Belgium,BE,50.6333,6.0333
Spa,Liège,Belgium,BE,50.4833,5.8667
Stavelot,Liège,Belgium,BE,50.3833,5.9333
Malmedy,Liège,Belgium,BE,50.4167,6.0333
Durbuy,Liège,Belgium,BE,50.35,5.45
Huy,Liège,Belgium,BE,50.5167,5.2333
Arlon,Luxembourg,Belgium,BE,49.6833,5.8167
Bastogne,Luxembourg,Belgium,BE,50.0,5.7167
Marche-en-Famenne,Luxembourg,Belgium,BE,50.2167,5.35
Virton,Luxembourg,Belgium,BE,49.5667,5.5333
Libramont-Chevigny,Luxembourg,Belgium,BE,49.9333,5.3833
Bouillon,Luxembourg,Belgium,BE,49.7833,5.0667
Neufchâteau,Luxembourg,Belgium,BE,49.85,5.4333
Saint-Hubert,Luxembourg,Belgium,BE,50.0333,5.3667
La Roche-en-Ardenne,Luxembourg,Belgium,BE,50.1833,5.5667
Houffalize,Luxembourg,Belgium,BE,50.1333,5.7833
Vielsalm,Luxembourg,Belgium,BE,50.2833,5.9167
Durbuy,Luxembourg,Belgium,BE,50.35,5.45
Erezée,Luxembourg,Belgium,BE,50.2833,5.55
Hotton,Luxembourg,Belgium,BE,50.25,5.45
Rendeux,Luxembourg,Belgium,BE,50.2333,5.5
Tenneville,Luxembourg,Belgium,BE,50.1,5.5333
Bertogne,Luxembourg,Belgium,BE,50.0833,5.6667
Vaux-sur-Sûre,Luxembourg,Belgium,BE,49.9333,5.6
Fauvillers,Luxembourg,Belgium,BE,49.85,5.65
Léglise,Luxembourg,Belgium,BE,49.8,5.5333
Habay,Luxembourg,Belgium,BE,49.7167,5.6333
Étalle,Luxembourg,Belgium,BE,49.6667,5.6
Tintigny,Luxembourg,Belgium,BE,49.6833,5.5167
Florenville,Luxembourg,Belgium,BE,49.7,5.3167
Chiny,Luxembourg,Belgium,BE,49.7333,5.3333
Herbeumont,Luxembourg,Belgium,BE,49.7667,5.2333
Bertrix,Luxembourg,Belgium,BE,49.85,5.25
Paliseul,Luxembourg,Belgium,BE,49.9,5.1333
Wellin,Luxembourg,Belgium,BE,50.0833,5.1167
Tellin,Luxembourg,Belgium,BE,50.0833,5.2167
Libin,Luxembourg,Belgium,BE,50.0,5.25
Saint-Hubert,Luxembourg,Belgium,BE,50.0333,5.3667
Nassogne,Luxembourg,Belgium,BE,50.1333,5.3333
Sainte-Ode,Luxembourg,Belgium,BE,50.0167,5.5167
Namur,Namur,Belgium,BE,50.4667,4.8667
Dinant,Namur,Belgium,BE,50.2667,4.9167
Sambreville,Namur,Belgium,BE,50.4333,4.6167
Gembloux,Namur,Belgium,BE,50.5667,4.7
Andenne,Namur,Belgium,BE,50.4833,5.1
Ciney,Namur,Belgium,BE,50.3,5.1
Rochefort,Namur,Belgium,BE,50.1667,5.2167
Couvin,Namur,Belgium,BE,50.05,4.5
Philippeville,Namur,Belgium,BE,50.2,4.55
Florennes,Namur,Belgium,BE,50.25,4.6
Mettet,Namur,Belgium,BE,50.3167,4.6667
Fosses-la-Ville,Namur,Belgium,BE,50.4,4.7
Jemeppe-sur-Sambre,Namur,Belgium,BE,50.4333,4.6833
Floreffe,Namur,Belgium,BE,50.4333,4.75
Profondeville,Namur,Belgium,BE,50.3667,4.8667
Yvoir,Namur,Belgium,BE,50.3333,4.8833
Hastière,Namur,Belgium,BE,50.2167,4.8333
Onhaye,Namur,Belgium,BE,50.2333,4.85
Anhée,Namur,Belgium,BE,50.3167,4.8667
Beauraing,Namur,Belgium,BE,50.1167,5.0667
Gedinne,Namur,Belgium,BE,50.0,4.9333
Vresse-sur-Semois,Namur,Belgium,BE,49.8667,4.9333
Bièvre,Namur,Belgium,BE,49.95,5.0167
Cerfontaine,Namur,Belgium,BE,50.1667,4.4
Viroinval,Namur,Belgium,BE,50.0667,4.6
Doische,Namur,Belgium,BE,50.1167,4.75
Houyet,Namur,Belgium,BE,50.1833,5.0167
Hamois,Namur,Belgium,BE,50.3333,5.1667
Havelange,Namur,Belgium,BE,50.3833,5.2333
Somme-Leuze,Namur,Belgium,BE,50.3,5.3
Ohey,Namur,Belgium,BE,50.4333,5.1167
Gesves,Namur,Belgium,BE,50.4,5.0833
Assesse,Namur,Belgium,BE,50.3667,5.0167
Éghezée,Namur,Belgium,BE,50.5833,4.9167
Fernelmont,Namur,Belgium,BE,50.55,4.9833
La Bruyère,Namur,Belgium,BE,50.5167,4.7833
Sombreffe,Namur,Belgium,BE,50.5333,4.6
